sheet,invoice,amount_minor,lines,date,customer,country
Year 2010-2011,551135,725,1,2011-04-26 13:04:00,16729,United Kingdom
Year 2010-2011,551136,50122,32,2011-04-26 13:05:00,15301,United Kingdom
Year 2010-2011,551137,17275,45,2011-04-26 13:05:00,15581,United Kingdom
Year 2010-2011,551138,3816,1,2011-04-26 13:06:00,17061,United Kingdom
Year 2010-2011,551141,2250,1,2011-04-26 13:12:00,17061,United Kingdom
Year 2010-2011,551142,42640,55,2011-04-26 13:22:00,17613,United Kingdom
Year 2010-2011,551143,10330,6,2011-04-26 13:25:00,13092,United Kingdom
Year 2010-2011,551144,7632,1,2011-04-26 13:36:00,13695,United Kingdom
Year 2010-2011,551145,10710,2,2011-04-26 13:37:00,16168,United Kingdom
Year 2010-2011,551146,5900,1,2011-04-26 13:45:00,13199,United Kingdom
Year 2010-2011,551147,30546,16,2011-04-26 14:07:00,14210,United Kingdom
Year 2010-2011,551148,126540,12,2011-04-26 14:12:00,15939,United Kingdom
Year 2010-2011,551149,23131,8,2011-04-26 14:19:00,13184,United Kingdom
Year 2010-2011,551150,15910,7,2011-04-26 14:37:00,18144,United Kingdom
Year 2010-2011,551151,13440,4,2011-04-26 14:38:00,18144,United Kingdom
Year 2010-2011,551152,36696,79,2011-04-26 14:47:00,13230,United Kingdom
Year 2010-2011,551158,35838,38,2011-04-26 15:00:00,16823,United Kingdom
Year 2010-2011,551159,14760,9,2011-04-26 15:02:00,16203,United Kingdom
Year 2010-2011,551160,93892,65,2011-04-26 15:04:00,15237,United Kingdom
Year 2010-2011,551161,31927,18,2011-04-26 15:26:00,18183,United Kingdom
Year 2010-2011,551162,33924,6,2011-04-26 15:45:00,12901,United Kingdom
Year 2010-2011,551163,16054,28,2011-04-26 15:52:00,12573,France
Year 2010-2011,551164,2040,5,2011-04-26 15:56:00,17262,United Kingdom
Year 2010-2011,551165,8160,1,2011-04-26 15:58:00,17262,United Kingdom
Year 2010-2011,551166,91800,1,2011-04-26 16:01:00,17857,United Kingdom
Year 2010-2011,551168,0,1,2011-04-26 16:06:00,,United Kingdom
Year 2010-2011,551170,30180,15,2011-04-26 16:40:00,15145,United Kingdom
Year 2010-2011,551171,28270,61,2011-04-26 16:45:00,13263,United Kingdom
Year 2010-2011,551172,11176,12,2011-04-26 16:53:00,17854,United Kingdom
Year 2010-2011,551173,77301,94,2011-04-26 16:54:00,,United Kingdom
Year 2010-2011,551174,105517,137,2011-04-26 17:02:00,,United Kingdom
Year 2010-2011,551176,810,4,2011-04-26 17:18:00,,United Kingdom
Year 2010-2011,551177,1850,5,2011-04-26 17:20:00,,United Kingdom
Year 2010-2011,551181,60090,5,2011-04-27 08:17:00,13089,United Kingdom
Year 2010-2011,551182,10728,8,2011-04-27 08:43:00,14282,United Kingdom
Year 2010-2011,551183,16950,7,2011-04-27 08:59:00,17692,United Kingdom
Year 2010-2011,551184,30528,2,2011-04-27 09:03:00,18220,United Kingdom
Year 2010-2011,551185,33000,6,2011-04-27 09:21:00,16103,United Kingdom
Year 2010-2011,551186,2520,1,2011-04-27 10:01:00,17857,United Kingdom
Year 2010-2011,551187,36290,5,2011-04-27 10:02:00,14911,EIRE
Year 2010-2011,551188,31260,3,2011-04-27 10:03:00,15898,United Kingdom
Year 2010-2011,551189,87000,4,2011-04-27 10:04:00,16029,United Kingdom
Year 2010-2011,551191,81600,1,2011-04-27 10:52:00,16698,United Kingdom
Year 2010-2011,551192,41412,30,2011-04-27 10:54:00,16188,United Kingdom
Year 2010-2011,551193,22815,37,2011-04-27 11:05:00,17954,United Kingdom
Year 2010-2011,551194,11484,18,2011-04-27 11:12:00,14606,United Kingdom
Year 2010-2011,551197,16640,10,2011-04-27 11:26:00,14078,United Kingdom
Year 2010-2011,551198,34768,8,2011-04-27 11:26:00,13694,United Kingdom
Year 2010-2011,551199,37344,24,2011-04-27 11:30:00,13018,United Kingdom
Year 2010-2011,551200,1350,4,2011-04-27 11:32:00,17069,United Kingdom
Year 2010-2011,551201,0,1,2011-04-27 11:33:00,,United Kingdom
Year 2010-2011,551202,12240,4,2011-04-27 11:33:00,17436,United Kingdom
Year 2010-2011,551211,44325,6,2011-04-27 11:40:00,13113,United Kingdom
Year 2010-2011,551218,16792,20,2011-04-27 11:41:00,18077,United Kingdom
Year 2010-2011,551234,47640,3,2011-04-27 11:47:00,17450,United Kingdom
Year 2010-2011,551240,0,1,2011-04-27 11:48:00,,United Kingdom
Year 2010-2011,551243,0,1,2011-04-27 11:49:00,,United Kingdom
Year 2010-2011,551247,31685,10,2011-04-27 11:56:00,15640,United Kingdom
Year 2010-2011,551250,26124,63,2011-04-27 12:00:00,17841,United Kingdom
Year 2010-2011,551258,120980,34,2011-04-27 12:02:00,12621,Germany
Year 2010-2011,551259,164250,1,2011-04-27 12:04:00,17949,United Kingdom
Year 2010-2011,551262,11766,10,2011-04-27 12:05:00,14527,United Kingdom
Year 2010-2011,551268,20119,26,2011-04-27 12:08:00,16965,United Kingdom
Year 2010-2011,551269,85407,50,2011-04-27 12:21:00,12840,United Kingdom
Year 2010-2011,551270,52452,62,2011-04-27 12:35:00,15891,United Kingdom
Year 2010-2011,551271,20395,10,2011-04-27 12:39:00,17187,United Kingdom
Year 2010-2011,551272,2988,1,2011-04-27 12:49:00,17530,United Kingdom
Year 2010-2011,551273,66552,11,2011-04-27 12:50:00,14051,United Kingdom
Year 2010-2011,551274,41424,17,2011-04-27 12:57:00,14235,United Kingdom
Year 2010-2011,551275,50638,30,2011-04-27 13:03:00,13285,United Kingdom
Year 2010-2011,551276,21901,34,2011-04-27 13:06:00,16016,United Kingdom
Year 2010-2011,551277,42260,64,2011-04-27 13:06:00,13637,United Kingdom
Year 2010-2011,551278,32300,12,2011-04-27 13:13:00,12483,Sweden
Year 2010-2011,551279,17280,1,2011-04-27 13:19:00,16013,United Kingdom
Year 2010-2011,551280,8910,7,2011-04-27 13:31:00,16016,United Kingdom
Year 2010-2011,551281,12674,16,2011-04-27 13:31:00,13571,United Kingdom
Year 2010-2011,551282,22333,31,2011-04-27 13:44:00,16919,United Kingdom
Year 2010-2011,551283,59241,67,2011-04-27 14:01:00,16755,United Kingdom
Year 2010-2011,551284,25394,47,2011-04-27 14:05:00,15005,United Kingdom
Year 2010-2011,551286,39702,8,2011-04-27 14:16:00,13767,United Kingdom
Year 2010-2011,551287,1540,3,2011-04-27 14:17:00,17961,United Kingdom
Year 2010-2011,551288,3180,1,2011-04-27 14:17:00,13767,United Kingdom
Year 2010-2011,551289,72092,20,2011-04-27 14:18:00,18226,United Kingdom
Year 2010-2011,551290,20750,1,2011-04-27 14:25:00,13854,United Kingdom
Year 2010-2011,551291,150278,47,2011-04-27 14:26:00,14298,United Kingdom
Year 2010-2011,551292,43174,9,2011-04-27 14:27:00,14298,United Kingdom
Year 2010-2011,551293,42864,28,2011-04-27 14:28:00,14298,United Kingdom
Year 2010-2011,551294,15466,8,2011-04-27 14:43:00,13468,United Kingdom
Year 2010-2011,551299,1500,1,2011-04-27 14:48:00,17530,United Kingdom
Year 2010-2011,551301,100740,31,2011-04-27 14:49:00,17675,United Kingdom
Year 2010-2011,551302,0,1,2011-04-27 14:55:00,,United Kingdom
Year 2010-2011,551304,0,1,2011-04-27 14:56:00,,United Kingdom
Year 2010-2011,551305,33736,23,2011-04-27 14:58:00,16145,United Kingdom
Year 2010-2011,551314,129296,5,2011-04-27 15:07:00,16333,United Kingdom
Year 2010-2011,551315,30416,15,2011-04-27 15:08:00,17725,United Kingdom
Year 2010-2011,551317,2385,1,2011-04-27 15:22:00,,United Kingdom
Year 2010-2011,551318,0,1,2011-04-27 15:25:00,,United Kingdom
Year 2010-2011,551319,0,1,2011-04-27 15:25:00,,United Kingdom
Year 2010-2011,551320,0,1,2011-04-27 15:25:00,,United Kingdom
Year 2010-2011,551321,0,1,2011-04-27 15:26:00,,United Kingdom
Year 2010-2011,551322,0,1,2011-04-27 15:28:00,,United Kingdom
Year 2010-2011,551323,0,1,2011-04-27 15:31:00,,United Kingdom
Year 2010-2011,551324,0,1,2011-04-27 15:47:00,,United Kingdom
Year 2010-2011,551325,2180,2,2011-04-27 15:49:00,,United Kingdom
Year 2010-2011,551326,0,1,2011-04-27 15:51:00,,United Kingdom
Year 2010-2011,551327,0,1,2011-04-27 16:01:00,,United Kingdom
Year 2010-2011,551328,0,1,2011-04-27 16:08:00,,United Kingdom
Year 2010-2011,551332,45045,13,2011-04-27 16:23:00,13078,United Kingdom
Year 2010-2011,551334,590,2,2011-04-27 16:39:00,17991,United Kingdom
Year 2010-2011,551337,14591,18,2011-04-27 16:54:00,16418,United Kingdom
Year 2010-2011,551338,511,2,2011-04-27 17:03:00,15581,United Kingdom
Year 2010-2011,551339,88723,88,2011-04-27 17:18:00,,United Kingdom
Year 2010-2011,551340,141636,132,2011-04-27 17:23:00,,United Kingdom
Year 2010-2011,551341,45945,6,2011-04-28 07:52:00,15189,United Kingdom
Year 2010-2011,551342,31830,19,2011-04-28 08:34:00,16099,United Kingdom
Year 2010-2011,551343,20020,7,2011-04-28 08:57:00,16187,United Kingdom
Year 2010-2011,551344,43370,12,2011-04-28 09:02:00,16187,United Kingdom
Year 2010-2011,551345,69236,9,2011-04-28 09:03:00,14646,Netherlands
Year 2010-2011,551346,49524,29,2011-04-28 09:12:00,12362,Belgium
Year 2010-2011,551347,35435,10,2011-04-28 09:20:00,15768,United Kingdom
Year 2010-2011,551349,37140,25,2011-04-28 10:03:00,14740,United Kingdom
Year 2010-2011,551350,43800,8,2011-04-28 10:15:00,16672,United Kingdom
Year 2010-2011,551351,439056,128,2011-04-28 10:20:00,14298,United Kingdom
Year 2010-2011,551352,30362,16,2011-04-28 10:20:00,16637,United Kingdom
Year 2010-2011,551383,11990,6,2011-04-28 10:54:00,17460,United Kingdom
Year 2010-2011,551384,45490,8,2011-04-28 11:31:00,15223,United Kingdom
Year 2010-2011,551385,39085,25,2011-04-28 11:38:00,16814,United Kingdom
Year 2010-2011,551387,22685,10,2011-04-28 11:40:00,14240,United Kingdom
Year 2010-2011,551389,20910,8,2011-04-28 11:45:00,12437,France
Year 2010-2011,551390,25945,14,2011-04-28 12:03:00,15143,United Kingdom
Year 2010-2011,551391,38520,15,2011-04-28 12:06:00,15514,United Kingdom
Year 2010-2011,551392,16095,10,2011-04-28 12:07:00,13229,United Kingdom
Year 2010-2011,551393,65460,5,2011-04-28 12:22:00,14973,United Kingdom
Year 2010-2011,551394,0,1,2011-04-28 12:37:00,,United Kingdom
Year 2010-2011,551395,11232,10,2011-04-28 12:47:00,14271,United Kingdom
Year 2010-2011,551396,43038,16,2011-04-28 12:49:00,17720,United Kingdom
Year 2010-2011,551397,23265,14,2011-04-28 12:55:00,15952,United Kingdom
Year 2010-2011,551398,43630,23,2011-04-28 13:09:00,12417,Spain
Year 2010-2011,551399,37129,30,2011-04-28 13:17:00,17874,United Kingdom
Year 2010-2011,551400,59316,32,2011-04-28 13:18:00,17160,United Kingdom
Year 2010-2011,551401,600,2,2011-04-28 13:23:00,17874,United Kingdom
Year 2010-2011,551412,20705,20,2011-04-28 13:31:00,15508,United Kingdom
Year 2010-2011,551413,31422,6,2011-04-28 13:33:00,16227,United Kingdom
Year 2010-2011,551414,153720,85,2011-04-28 13:35:00,15622,United Kingdom
Year 2010-2011,551415,7860,3,2011-04-28 13:36:00,15622,United Kingdom
Year 2010-2011,551416,2380,1,2011-04-28 13:39:00,17874,United Kingdom
Year 2010-2011,551417,54727,29,2011-04-28 13:41:00,15632,United Kingdom
Year 2010-2011,551418,11225,16,2011-04-28 13:50:00,17893,United Kingdom
Year 2010-2011,551419,40000,1,2011-04-28 13:51:00,12748,United Kingdom
Year 2010-2011,551420,38550,17,2011-04-28 14:00:00,17068,United Kingdom
Year 2010-2011,551421,8250,6,2011-04-28 14:04:00,14077,United Kingdom
Year 2010-2011,551422,0,1,2011-04-28 14:11:00,,United Kingdom
Year 2010-2011,551423,9801,32,2011-04-28 14:31:00,,United Kingdom
Year 2010-2011,551424,1695,1,2011-04-28 14:34:00,12748,United Kingdom
Year 2010-2011,551425,660,1,2011-04-28 14:36:00,,United Kingdom
Year 2010-2011,551426,44000,28,2011-04-28 14:39:00,14022,United Kingdom
Year 2010-2011,551427,14252,6,2011-04-28 14:56:00,14735,United Kingdom
Year 2010-2011,551428,30556,12,2011-04-28 14:59:00,13499,United Kingdom
Year 2010-2011,551429,0,1,2011-04-28 15:05:00,,United Kingdom
Year 2010-2011,551430,0,1,2011-04-28 15:06:00,,United Kingdom
Year 2010-2011,551431,0,1,2011-04-28 15:06:00,,United Kingdom
Year 2010-2011,551432,0,1,2011-04-28 15:06:00,,United Kingdom
Year 2010-2011,551433,0,1,2011-04-28 15:07:00,,United Kingdom
Year 2010-2011,551434,0,1,2011-04-28 15:07:00,,United Kingdom
Year 2010-2011,551435,0,1,2011-04-28 15:08:00,,United Kingdom
Year 2010-2011,551436,22247,35,2011-04-28 15:13:00,16904,United Kingdom
Year 2010-2011,551437,15280,11,2011-04-28 15:13:00,13725,United Kingdom
Year 2010-2011,551438,45320,11,2011-04-28 15:23:00,13408,United Kingdom
Year 2010-2011,551439,32772,16,2011-04-28 15:26:00,14758,United Kingdom
Year 2010-2011,551440,17343,60,2011-04-28 15:29:00,15311,United Kingdom
Year 2010-2011,551441,0,1,2011-04-28 15:50:00,,United Kingdom
Year 2010-2011,551442,0,1,2011-04-28 15:50:00,,United Kingdom
Year 2010-2011,551443,0,1,2011-04-28 15:51:00,,United Kingdom
Year 2010-2011,551444,0,1,2011-04-28 15:58:00,,United Kingdom
Year 2010-2011,551445,8745,3,2011-04-28 15:58:00,17991,United Kingdom
Year 2010-2011,551446,0,1,2011-04-28 15:58:00,,United Kingdom
Year 2010-2011,551447,0,1,2011-04-28 15:59:00,,United Kingdom
Year 2010-2011,551448,0,1,2011-04-28 15:59:00,,United Kingdom
Year 2010-2011,551449,0,1,2011-04-28 16:00:00,,United Kingdom
Year 2010-2011,551450,0,1,2011-04-28 16:00:00,,United Kingdom
Year 2010-2011,551451,0,1,2011-04-28 16:01:00,,United Kingdom
Year 2010-2011,551452,0,1,2011-04-28 16:01:00,,United Kingdom
Year 2010-2011,551453,0,1,2011-04-28 16:01:00,,United Kingdom
Year 2010-2011,551454,0,1,2011-04-28 16:02:00,,United Kingdom
Year 2010-2011,551455,0,1,2011-04-28 16:03:00,,United Kingdom
Year 2010-2011,551456,0,1,2011-04-28 16:03:00,,United Kingdom
Year 2010-2011,551457,0,1,2011-04-28 16:04:00,,United Kingdom
Year 2010-2011,551458,0,1,2011-04-28 16:04:00,,United Kingdom
Year 2010-2011,551459,0,1,2011-04-28 16:04:00,,United Kingdom
Year 2010-2011,551460,0,1,2011-04-28 16:05:00,,United Kingdom
Year 2010-2011,551461,0,1,2011-04-28 16:05:00,,United Kingdom
Year 2010-2011,551462,33118,20,2011-04-28 16:11:00,15210,United Kingdom
Year 2010-2011,551467,28688,8,2011-04-28 16:20:00,12600,Germany
Year 2010-2011,551468,107113,99,2011-04-28 16:21:00,,United Kingdom
Year 2010-2011,551469,1527,6,2011-04-28 16:23:00,18037,United Kingdom
Year 2010-2011,551470,11296,7,2011-04-28 16:39:00,16782,United Kingdom
Year 2010-2011,551471,27554,63,2011-04-28 16:40:00,16370,United Kingdom
Year 2010-2011,551501,35472,5,2011-04-28 16:53:00,16422,United Kingdom
Year 2010-2011,551506,252,1,2011-04-28 17:13:00,,United Kingdom
Year 2010-2011,551507,34072,22,2011-04-28 18:11:00,18272,United Kingdom
Year 2010-2011,551514,9445,3,2011-04-28 19:53:00,17874,United Kingdom
Year 2010-2011,551515,32088,7,2011-05-01 10:51:00,15606,United Kingdom
Year 2010-2011,551516,80001,68,2011-05-01 11:10:00,14800,United Kingdom
Year 2010-2011,551517,20424,48,2011-05-01 11:14:00,16931,United Kingdom
Year 2010-2011,551518,44385,30,2011-05-01 11:36:00,15708,United Kingdom
Year 2010-2011,551519,38345,17,2011-05-01 11:50:00,14304,United Kingdom
Year 2010-2011,551520,15386,21,2011-05-01 11:55:00,13301,United Kingdom
Year 2010-2011,551523,5310,1,2011-05-01 12:09:00,16634,United Kingdom
Year 2010-2011,551524,47709,24,2011-05-01 12:35:00,16401,United Kingdom
Year 2010-2011,551525,43985,21,2011-05-01 12:37:00,14667,United Kingdom
Year 2010-2011,551527,38821,33,2011-05-01 12:41:00,14395,United Kingdom
Year 2010-2011,551528,11609,8,2011-05-01 12:54:00,12841,United Kingdom
Year 2010-2011,551529,109433,33,2011-05-01 13:18:00,12524,Germany
Year 2010-2011,551530,210,1,2011-05-01 13:26:00,12748,United Kingdom
Year 2010-2011,551531,65417,59,2011-05-01 13:45:00,15376,United Kingdom
Year 2010-2011,551532,31326,20,2011-05-01 14:17:00,16554,United Kingdom
Year 2010-2011,551533,16486,38,2011-05-01 14:58:00,15407,United Kingdom
Year 2010-2011,551534,81056,14,2011-05-01 14:59:00,14655,United Kingdom
Year 2010-2011,551535,15375,5,2011-05-01 15:33:00,17615,United Kingdom
Year 2010-2011,551536,420,2,2011-05-03 08:35:00,,United Kingdom
Year 2010-2011,551537,3439,7,2011-05-03 08:37:00,,United Kingdom
Year 2010-2011,551538,85,1,2011-05-03 08:37:00,,United Kingdom
Year 2010-2011,551539,52888,20,2011-05-03 08:40:00,12598,France
Year 2010-2011,551542,30650,17,2011-05-03 09:05:00,14732,United Kingdom
Year 2010-2011,551543,13480,8,2011-05-03 09:26:00,16055,United Kingdom
Year 2010-2011,551544,69284,21,2011-05-03 09:33:00,12683,France
Year 2010-2011,551545,2490,1,2011-05-03 09:34:00,12683,France
Year 2010-2011,551546,31612,15,2011-05-03 09:34:00,18062,United Kingdom
Year 2010-2011,551547,357967,86,2011-05-03 09:44:00,,United Kingdom
Year 2010-2011,551548,44662,28,2011-05-03 09:44:00,14149,United Kingdom
Year 2010-2011,551549,24825,15,2011-05-03 09:46:00,17501,United Kingdom
Year 2010-2011,551550,4035,3,2011-05-03 09:47:00,17501,United Kingdom
Year 2010-2011,551552,3600,1,2011-05-03 10:09:00,12598,France
Year 2010-2011,551553,0,1,2011-05-03 10:15:00,,United Kingdom
Year 2010-2011,551554,0,1,2011-05-03 10:19:00,,United Kingdom
Year 2010-2011,551555,10887,3,2011-05-03 10:25:00,17315,United Kingdom
Year 2010-2011,551556,15032,10,2011-05-03 10:30:00,14191,United Kingdom
Year 2010-2011,551558,32771,81,2011-05-03 10:41:00,17841,United Kingdom
Year 2010-2011,551559,61216,6,2011-05-03 10:42:00,16133,United Kingdom
Year 2010-2011,551560,82074,10,2011-05-03 10:43:00,16133,United Kingdom
Year 2010-2011,551561,30682,17,2011-05-03 10:49:00,17422,United Kingdom
Year 2010-2011,551562,15936,1,2011-05-03 10:51:00,13026,United Kingdom
Year 2010-2011,551563,110286,5,2011-05-03 10:55:00,16210,United Kingdom
Year 2010-2011,551564,53465,33,2011-05-03 10:56:00,16609,United Kingdom
Year 2010-2011,551565,0,1,2011-05-03 11:10:00,,United Kingdom
Year 2010-2011,551566,60950,4,2011-05-03 11:11:00,13113,United Kingdom
Year 2010-2011,551567,0,1,2011-05-03 11:12:00,,United Kingdom
Year 2010-2011,551568,0,1,2011-05-03 11:12:00,,United Kingdom
Year 2010-2011,551569,0,1,2011-05-03 11:13:00,,United Kingdom
Year 2010-2011,551570,0,1,2011-05-03 11:13:00,,United Kingdom
Year 2010-2011,551571,0,1,2011-05-03 11:14:00,,United Kingdom
Year 2010-2011,551572,0,1,2011-05-03 11:15:00,,United Kingdom
Year 2010-2011,551573,0,1,2011-05-03 11:15:00,,United Kingdom
Year 2010-2011,551574,0,1,2011-05-03 11:16:00,,United Kingdom
Year 2010-2011,551575,0,1,2011-05-03 11:16:00,,United Kingdom
Year 2010-2011,551576,2160,1,2011-05-03 11:19:00,17857,United Kingdom
Year 2010-2011,551577,0,1,2011-05-03 11:19:00,,United Kingdom
Year 2010-2011,551578,0,1,2011-05-03 11:19:00,,United Kingdom
Year 2010-2011,551579,0,1,2011-05-03 11:20:00,,United Kingdom
Year 2010-2011,551580,0,1,2011-05-03 11:20:00,,United Kingdom
Year 2010-2011,551581,0,1,2011-05-03 11:20:00,,United Kingdom
Year 2010-2011,551582,0,1,2011-05-03 11:21:00,,United Kingdom
Year 2010-2011,551583,0,1,2011-05-03 11:21:00,,United Kingdom
Year 2010-2011,551584,45052,29,2011-05-03 11:22:00,15620,United Kingdom
Year 2010-2011,551586,0,1,2011-05-03 11:24:00,,United Kingdom
Year 2010-2011,551589,0,1,2011-05-03 11:30:00,,United Kingdom
Year 2010-2011,551595,20400,1,2011-05-03 11:33:00,12891,United Kingdom
Year 2010-2011,551599,31249,17,2011-05-03 11:34:00,15696,United Kingdom
Year 2010-2011,551603,46770,24,2011-05-03 11:34:00,16745,United Kingdom
Year 2010-2011,551616,15775,38,2011-05-03 11:40:00,15048,United Kingdom
Year 2010-2011,551617,48960,1,2011-05-03 11:41:00,16013,United Kingdom
Year 2010-2011,551618,62610,3,2011-05-03 11:42:00,16013,United Kingdom
Year 2010-2011,551623,21415,11,2011-05-03 11:44:00,12843,United Kingdom
Year 2010-2011,551647,6228,4,2011-05-03 11:59:00,13089,United Kingdom
Year 2010-2011,551649,20248,4,2011-05-03 12:02:00,12643,France
Year 2010-2011,551650,111072,54,2011-05-03 12:02:00,13089,United Kingdom
Year 2010-2011,551651,850,1,2011-05-03 12:03:00,14800,United Kingdom
Year 2010-2011,551652,33824,5,2011-05-03 12:03:00,12643,France
Year 2010-2011,551653,34470,14,2011-05-03 12:03:00,13282,United Kingdom
Year 2010-2011,551654,19510,2,2011-05-03 12:04:00,16837,United Kingdom
Year 2010-2011,551655,11595,20,2011-05-03 12:07:00,17757,United Kingdom
Year 2010-2011,551656,61920,37,2011-05-03 12:10:00,14911,EIRE
Year 2010-2011,551657,54501,31,2011-05-03 12:12:00,14911,EIRE
Year 2010-2011,551658,48164,29,2011-05-03 12:13:00,16746,United Kingdom
Year 2010-2011,551660,10666,6,2011-05-03 12:16:00,15271,United Kingdom
Year 2010-2011,551661,6391,4,2011-05-03 12:17:00,15656,United Kingdom
Year 2010-2011,551662,31113,8,2011-05-03 12:24:00,16210,United Kingdom
Year 2010-2011,551663,0,1,2011-05-03 12:34:00,,United Kingdom
Year 2010-2011,551664,0,1,2011-05-03 12:34:00,,United Kingdom
Year 2010-2011,551665,37400,22,2011-05-03 12:35:00,17442,United Kingdom
Year 2010-2011,551666,0,1,2011-05-03 12:35:00,,United Kingdom
Year 2010-2011,551667,0,1,2011-05-03 12:36:00,,United Kingdom
Year 2010-2011,551668,0,1,2011-05-03 12:37:00,,United Kingdom
Year 2010-2011,551669,0,1,2011-05-03 12:38:00,,United Kingdom
Year 2010-2011,551671,0,1,2011-05-03 12:38:00,,United Kingdom
Year 2010-2011,551672,0,1,2011-05-03 12:39:00,,United Kingdom
Year 2010-2011,551673,0,1,2011-05-03 12:39:00,,United Kingdom
